opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
25105,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Actually, I think the answer is yes, because in the development of society, people can't leave their phone and the many of their work can master neither phone. So, but it depends, use too much phone means it may be unhealthy and it do come to their house.  Some people will use the phone to watch videos and play games too much, where with their lot of time.",0.0,0.0,0.0,2.0,0.0,75.0,25105_t1_q8
75935,t1_q7,Tell me about a person you know well.," about my wife, for example. My wife is, I think it's better than me as a person because it's very generous and it's kind with the people and it's all helping the family, her family, sorry and her friends. It's very sociable person and she is great.",3.0,3.0,3.0,1.0,3.0,75.0,75935_t1_q7
74850,t1_q10,What was the last thing that made you feel happy or sad? Why?," My biggest challenge is this language, English, learning English because of my work I have to be so kind in English all the time. So when I first got in ROGO, the company that I worked for, it was really hard to communicate with people when sometimes I run out of ideas or vocabulary that I needed to know. So I can communicate with clients, that was hard.  but I think with the time I got and I'm getting better.",3.0,3.0,3.0,3.0,3.0,100.0,74850_t1_q10
71205,t1_q7,Tell me about a person you know well.," Well, I really know very well my father. He's an a businessman. He had three companies in the last five years and he sold each company. So he's my icon in this moment in my life. So I really appreciate my father a lot.",2.0,0.0,0.0,0.0,0.0,75.0,71205_t1_q7
76908,t1_q12,Tell me the plot of one of your favorite films or books.," I didn't have a favorite film but I have a favorite TV show. It was the gossip girl. It was about a group of people that hang out together on the series, were filmed at Manhattan. So I really like to watch it because everything that they did and they had was so expensive  glamorous and I like their life and they were involved with each other, they were in love and I think it was a great serious towards and it was really interesting on that time.",2.0,2.0,0.0,1.0,2.0,50.0,76908_t1_q12
70081,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenge is I face the relationships with my representatives because I'm at the central level of negotiation for the company and I have a kind of relationship with the representatives but I see them on a very little time for the negotiations and I don't have them on the daily basis in  to face to me, facing me at the site level. So it's always hard to know what is their mindset and how they will approach the negotiation when they come to the central instance and the negotiation.",2.0,2.0,0.0,2.0,2.0,75.0,70081_t1_q11
71631,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," I think the internet is a positive technology for me because I use all the day internet in my job and it's easier to find a technical solution when I work with internet and it's a good technology  technology for me and I can consult internet with my mobile phone or in the computer and it's very, very good technology for me.",0.0,4.0,0.0,0.0,0.0,75.0,71631_t1_q13
82103,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," There are a number of differences between my generation and the old generation. I think that one of the main reasons is the Second World War II, which affect the mindset of the old generation quite a lot. When you have a war around the corner, you really think that what you don't take for granted, you have to, where every day is a struggle and you have to find a way to survive.  So that is one source, one aspect that drives the difference between how all the people think versus my generation. Another is of course the tremendous advancements we have seen in technology during the last 50 years. It can't be probably",2.0,2.0,2.0,2.0,2.0,100.0,82103_t1_q14
75472,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Definitely people do spend too much time on their mobile phone Like me There are a lot of things I know I need to do However, because of the phone I spend too much time on it So I left behind all of the actual stuff that I need to do I'm just wasting time on my phone But I can't help because there are so many good information and I just enjoy  looking at my phone without using my brand it was so much fun so yes people",2.0,2.0,0.0,3.0,2.0,50.0,75472_t1_q8
74067,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," Okay, of course there is a difference between our age and older generation because they grew up in the different situation in some of older generation experience  the world and the imagination experience the technology change so we have some difference",2.0,2.0,3.0,2.0,2.0,75.0,74067_t1_q14
71306,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," So I think that technology is present in our lives, whether we want it or we don't want it because it's everywhere, whenever we can go, whenever we can see. So I think it's good because we can do more, we can do better, we can do, the things can be done easier, faster and without our  So much without and without so much of our carry but also when we look at the people who are constantly looking at their mobile phones I think",2.0,2.0,0.0,2.0,2.0,75.0,71306_t1_q13
76089,t1_q11,What are the biggest challenges for you in your area of work or study?, I consider my biggest challenge as training manager is keeping updates with technology and learning. It's easy nowadays to track these changes. I've been participating in a lot of forums and I have a lot of  friends that help me with insights and I try to read a lot about technology like just upskilling the skills that every work that,0.0,0.0,0.0,3.0,0.0,75.0,76089_t1_q11
71229,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, The way to take care of our child is different  between our ages and all the generations. There are many different things. Because,2.0,2.0,2.0,1.0,2.0,75.0,71229_t1_q14
71165,t1_q12,Tell me the plot of one of your favorite films or books.," Okay, this is not so easy in my favorite film. Okay, I really enjoyed Shrek when it came out. That's a couple of years ago, so I'm trying to remember how the plot went. So I think we have Frecken, we have Princess Fiona, and Princess Fiona was kidnapped by a dragon, and Shrek is trying to free her. And also he would like to become the king. So I think freeing Princess Fiona was  what he had to do to become the king and helping with this task is a little donkey I think his name was just donkey and yet both of them came along quite good and they were also fighting in art but it was a really funny movie and at the end we had some happy ends they married",2.0,2.0,0.0,3.0,2.0,50.0,71165_t1_q12
